NameFirst,NameLast,CurrentHandle,CountryCode,WorldRanking,CountryRanking,TotalUSDPrize,TotalTournaments,PlayerId
Ryan,Chaplo,Chap,us,859,136,360066.67,48,49926
Soo Ho,Park,DongRaeGu,kr,860,100,359737.09,240,1057
Gleb,Zyryanov,kiyotaka,ru,861,51,358999.36,29,91176
Jake,Brumleve,Poach,us,862,137,358933.33,30,49925
David,Danielyan,n0rb3r7,ru,864,52,357939.4,92,47289
Dylan,Short,Roth,us,865,139,357834.53,39,73049
Austin,Aebi,AYYJAYY,us,863,138,358325.95,133,51648
Seung Hoon,Heo,Huni,kr,866,101,357699.25,19,14665
Gabriel,Segat,HeRoMaRinE,de,867,14,357634.7,361,3518
Adam,Gray,Bound,us,868,140,357400.0,24,101182
Jae Ho,Lee,Light,kr,869,102,356809.06,225,2057
Supachai,Singkaew,SchwepXz,th,870,7,356335.44,37,101103
Florian,Rische,syrsoN,de,871,15,356304.37,144,9803
Jun Woo,Kang,Void,kr,872,103,356076.68,22,40107
Egor,Luciko,SwizzY,ru,873,53,355812.5,65,105706
Daniil,Gordeev,Tixzy,ru,874,54,355363.46,24,78257
Woon Sung,Kang,Ttsst,kr,875,104,354363.98,32,15724
Jord,van Geldere,Ibiza,nl,876,12,353969.63,57,45855
Amjad,Alshalabi,Angry Bird,ae,877,1,353835.71,29,43566
Yazid,Bakhashwin,Kiileerrz,sa,878,4,353731.08,60,98386
Aleksy,Jabłoński,Japko,pl,879,13,353112.5,49,109498
Bono,Huis,Bono Huis,nl,880,13,353101.06,27,46659
Jakob,Nygaard,Jabbi,dk,827,32,371842.08,66,64166
Young Han,Kim,Sp9rk1e,kr,881,105,353088.93,21,42890
Kouki,Sekigawa,Devine,jp,882,14,353085.3,13,78493
Jack,Cizek,Cizzorz,us,883,141,353016.67,8,55949
John,Salter,BaRRaCCuDDa,us,884,142,353006.65,27,9957
Min Seung,Kang,Haru,kr,885,106,352776.52,15,31016
Tae Hoon,Kim,Edison,kr,886,107,352402.69,16,51536
Shuo-Chieh,Hu,SwordArt,tw,887,7,352298.16,38,4634
Casper,Notto,Hunterace,no,888,10,352116.26,37,39487
Qilun,Xiao,XqLuN,cn,889,185,351641.24,41,13554
Nils,Gruhne,k1to,de,890,16,351469.9,154,33264
Mathias,Lauridsen,MSL,dk,891,34,351357.64,133,3673
Oscar Dalgas,Refsgaard,Refsgaard,dk,892,35,351318.16,136,67338
Alexis,Eusebio,MarineLorD,fr,893,34,351211.67,223,4574
Engin,Küpeli,MAJ3R,tr,844,3,365614.44,109,2466
Alexey,Tolov,mequ,ru,894,55,350563.46,23,78251
Biao,Wang,Mix6GG,cn,895,186,350465.89,8,101004
Karl,Baldovino,Karl,ph,896,11,349796.67,32,47628
Ratchanon,Kunrayason,Moshi,th,897,8,349386.73,18,105769
Jung Soo,Kim,Surrender,kr,898,108,349001.57,55,10605
Weiliang,Lu,Fly100%,cn,899,187,348697.8,154,1338
Pavel,Beltiukov,Pavel,ru,900,56,348648.0,33,17887
Paweł,Dycha,dycha,pl,901,14,348562.94,120,43492
-,-,sitetampo,jp,902,15,348500.02,33,100425
Saieful,Ilham,Fbz,id,903,4,348063.38,60,49358
Henrique,Teles,hen1,br,904,32,347933.86,126,12170
Kang,Wang,shou,cn,905,188,346860.96,42,49801
Justin,Fargo-Palmer,SiLLY,us,906,143,346638.85,47,18332
Hyeong Seok,Jang,Looper,kr,907,109,346636.78,17,4629
Roan,Aléssio,Revo,br,908,33,346603.13,25,97526
Pavle,Bošković,Maden,me,909,1,346515.56,91,47803
Mikołaj,Ogonowski,Elazer,pl,910,15,346184.65,292,11418
Seon Chang,Lee,ANS,kr,911,110,345667.8,16,50329
Yuk Cheung,Wong,Chris Wong,hk,912,2,345537.33,14,29427
Byung Jae,Koh,GuMiho,kr,913,111,345511.1,509,1064
Jack,Robertson,Doki,gb,914,18,345190.22,32,60057
Drini,Gjoka,Drini,us,915,144,345000.0,17,50445
Konstantin,Levkin,Mellman,ge,916,1,344693.1,37,63774
Tyler,Polchow,TeePee,us,917,145,344453.71,106,3704
ZhanYa,Tu,Xbei,cn,918,189,344079.3,49,66535
Adil,Benrlitom,ScreaM,be,919,2,342674.11,153,3678
Aleksandr,Pirogov,alyaGG,ru,920,57,342518.1,34,67975
Nolan,Burdick,Shinboi,ca,921,23,342382.75,43,75447
Joseph,Mauro,Ritual,us,922,146,341570.83,71,68630
-,-,Zand,dk,923,36,341325.0,3,65116
Tyler,-,hiimtylerh,ca,924,24,341250.0,1,65114
Stephan,-,Suezhoo,be,925,3,341250.0,1,65115
Lucas,Schinke,soulz1,br,926,34,340440.98,26,77295
Caio,da Silva,caiotg1,br,927,35,340338.55,97,33782
Fabian,Hällsten​,Fabian,se,928,32,340115.99,26,40251
Jonathan,Marquez,Jonbeast,us,929,147,340000.0,12,110409
Sebastian,Job,Sebastian Job,gb,930,19,339454.92,29,56887
Mason,Venne,mason,us,931,148,339235.49,25,9511
Daniel,Henrique vaz,Mafioso,br,932,36,339173.13,22,91128
David,Caero,Dog,us,933,149,339090.89,59,11897
Kento,Suzuki,SaRa,jp,934,16,338440.79,15,69535
Philip,Aistrup Larsen,aizy,dk,935,37,337991.67,121,5035
Ahmad,Abdullah,Ahmad,sa,936,5,337858.06,90,76789
Derek,Ruffin,iDom,us,937,150,337762.37,99,51250
Yoon Yeol,Lee,NaDa,kr,938,112,337401.66,70,1008
Rachata,Saethian,GetHigh,th,939,9,337149.84,21,105770
Brian,Eason,bloodyface,us,940,151,336578.0,52,29787
Nathan,Amundson,Reet,us,941,152,336480.78,96,80705
Peter,Peng,Doublelift,us,942,153,336475.81,55,1853
Tizian,Feldbusch,tiziaN,de,943,17,336389.74,151,3959
Danila,Dontsov,Dan,ru,944,58,335465.32,29,65789
Yuchao,Zhou,Frozen,cn,945,190,335423.13,17,103229
Zhubiao,Long,ZuiChu,cn,946,191,335372.09,8,60416
Jack,Benton,ApparentlyJack,gb,947,20,335292.82,99,81613
Tshaka,Taylor,Arsenal,us,948,154,335254.62,115,56419
Daying,Wei,xxxLu,cn,949,192,335194.39,34,73839
Per Anders,Olsson-Lille,Pajkatt,se,950,33,334875.27,67,2614
Jae Hee,Hong,Gesture,kr,951,113,334811.33,16,37635
Zhiqi,Shu,General,cn,952,193,334699.91,13,69522
Weixiang,Lin,Lwx,cn,953,194,334653.16,16,29096
Mikhail,Stolyarov,Dosia,ru,954,59,334535.7,143,1494
Feng,Zhou,YiQu,cn,955,195,334431.35,13,101113
Pedro,Ribeiro,sparkingg,br,956,37,334427.5,36,76030
Robert,Kyser,comm,us,957,155,334157.99,95,68106
Wenqiang,Wang,Bell,cn,958,196,333949.5,7,119982
Xiaoming,Chi,Ming,cn,959,197,333220.11,15,97606
Dong Nyoung,Lee,Leenock,kr,960,114,333082.56,186,1025
Andrea,Mengucci,Andrea Mengucci,it,961,2,332300.0,10,62619
Gilbert,Rojo,Xplosive,ph,962,12,332275.0,103,32565
Thomas,Mulligan,72hrs,us,963,156,332233.33,42,49923
Miikka,Kemppi,suNny,fi,964,9,331580.05,95,5499
Thomas,Hörak,Tschiiinken,at,965,5,331376.94,30,55138
Rongxin,Yang,XiaoA,cn,966,198,331301.61,15,89913
Morten,Mehmert,Morten,de,967,18,331050.0,29,55839
Brent,Mullany,Poonage,us,968,157,330927.25,36,48306
Haitao,Xiao,Lon9z,cn,969,199,330494.02,15,89291
Frederik,Gyldstrand,acoR,dk,970,38,330441.37,94,33555
Mark,Zakhary,Mark11,au,971,10,330391.17,19,101845
Yang,Liu,OnlyS,cn,972,200,330084.71,16,89290
Youci,Huang,Dd,cn,973,201,329996.78,12,104303
Beom Hyeon,Kang,GorillA,kr,974,115,329758.45,29,4469
Kurtis,Bond,Purdy,us,975,158,329700.29,57,48307
Corbin,Lee,C0M,us,976,159,329613.34,17,41031
Jimi,Salo,Jimpphat,fi,977,10,329232.74,41,82102
Jeong Wan,Ham,SOMEONE,kr,978,116,329031.1,21,90431
Vinicius,Figueiredo,VINI,br,979,38,328757.81,113,17434
Pittner,Armand,bOne7,ro,980,3,328744.99,61,4029
William,Paquin-Brien,Fatch,ca,981,25,328495.0,40,65746
Blaž,Lešnik,K1nzell,si,982,3,328247.53,68,52467
Chenyi,Yao,闪电,cn,983,202,327830.08,10,103233
Xuezhuang,Su,SuNan,cn,984,203,327805.55,19,95114
Evan,Moore,SuperEvan,us,985,160,327197.06,93,52105
Noah,Rey,Noahreyli,ch,986,2,327070.24,110,68302
Yiran,Xu,Six,cn,987,204,326950.96,31,21418
Vinny,Gilgan,Vinny1x,us,988,161,326913.8,24,55994
Rosario,Villardi,JeffHindla,us,989,162,326614.31,18,11479
Adam,Garcia,Assault,us,990,163,325927.76,54,17158
Sanjar,Kuliev,SANJI,uz,991,2,325242.42,66,49029
Oscar,Cañellas Colocho,mixwell,es,992,2,325177.35,106,7789
Seung Bin,Gu,imp,kr,993,117,325082.77,29,3513
Kyle,Storer,torment,us,994,164,325021.97,147,32240
Airat,Gaziev,Silent,ru,995,60,324990.29,92,3259
Yachao,Zhang,pickfeet,cn,996,205,324705.39,13,95104
Andrew,Woodward,Andinster,us,997,165,324506.65,18,9955
Zihao,Gao,A Hao,cn,998,206,324405.0,9,107458
Yangwei,Yan,wei,cn,999,207,324276.51,13,65157
Yunhui,Feng,Beautiful,cn,1000,208,323998.39,12,95105
